통계표,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율,8.8.1.1 주요국통화의 대원화 환율
2016-06-24,"1,151.20",174.83,"1,086.91","1,307.25",,,,,,,,,"1,707.46",899.87,"1,194.07",873.01,831.4,,,148.41,35.98,0.59,3.44,32.76,858.69,8.68,288.52,24.78,5.16,858.14,17.12,10.99,14.67,63.33,344.77,80.03,140.65,175.58,140.66,18.1,4.18,299.88,48.29,306.97,316.22,301.78,"1,624.84","3,828.02","3,052.77",313.43,403.61,79.91,129.64
2016-06-27,"1,168.50",175.15,"1,143.96","1,292.65",,,,,,,,,"1,572.45",897.22,"1,202.78",869.25,831.1,,,150.56,36.06,0.6,3.44,33.08,861.57,8.73,285.35,24.86,5.23,861.54,17.21,11.15,14.88,61.62,346.42,78.3,137.13,173.86,137.18,17.78,4.07,290.11,47.69,311.58,320.97,299.96,"1,649.26","3,869.85","3,098.73",318.14,397.28,76.95,131.59
2016-06-28,"1,183.30",177.71,"1,160.84","1,303.23",,,,,,,,,"1,565.33",905.01,"1,209.18",869.37,830.08,,,152.48,36.51,0.61,3.49,33.48,868.73,8.87,288.26,25.04,5.3,868.67,17.42,11.3,15.06,61.85,348.77,77.4,138.25,175.11,138.1,17.86,4.09,292.18,47.97,315.51,324.96,304.5,"1,670.15","3,916.53","3,135.82",322.17,402.85,76.76,133.26
2016-06-29,"1,175.90",176.32,"1,145.77","1,302.13",,,,,,,,,"1,570.59",902.94,"1,198.92",869.23,831.6,,,151.57,36.28,0.59,3.47,33.37,869.2,8.92,288.56,24.95,5.28,869.17,17.36,11.24,14.98,62.5,355.71,78.68,138.37,175.08,138.82,18.34,4.11,294.11,47.98,313.54,322.93,303.22,"1,660.76","3,892.03","3,116.21",320.16,405.04,77.54,133.93
2016-06-30,"1,164.70",174.67,"1,132.15","1,295.50",,,,,,,,,"1,566.93",899.8,"1,189.20",867.7,829.03,,,150.1,35.94,0.59,3.44,33.15,864.6,8.85,288.58,24.82,5.22,864.6,17.27,11.12,14.84,62.88,359.35,77.85,137.75,174.17,138.89,18.25,4.09,293.16,47.79,310.55,319.85,302.43,"1,643.90","3,854.96","3,086.52",317.1,402.93,78.82,131.16
2016-07-01,"1,152.60",173.2,"1,116.86","1,279.96",,,,,,,,,"1,537.28",889.8,"1,179.85",858.51,822.61,,,148.54,35.71,0.58,3.4,32.79,855.46,8.72,286.18,24.46,5.16,855.49,17.07,11.01,14.69,62.96,358.64,76.64,136.34,172.11,137.9,18.06,4.06,292.33,47.28,307.32,316.53,298.64,"1,626.82","3,815.04","3,054.46",313.81,400.36,78.2,129.8
2016-07-04,"1,147.50",172.14,"1,118.48","1,277.45",,,,,,,,,"1,524.11",888.43,"1,177.29",856.44,823.1,,,147.91,35.59,0.58,3.4,32.75,852.27,8.73,286.98,24.41,5.14,852.27,17.08,10.95,14.64,62.48,354.65,76.2,135.99,171.68,137.75,17.98,4.03,289.63,47.15,305.97,315.13,298.56,"1,619.50","3,798.16","3,040.94",312.42,395.25,78.51,129.22
2016-07-05,"1,148.10",172,"1,119.72","1,279.96",,,,,,,,,"1,525.08",893.22,"1,181.90",865.15,829.27,,,147.98,35.64,0.58,3.41,32.75,853,8.75,287.35,24.53,5.15,853.04,17.07,10.96,14.69,62.27,348.75,76.46,136.29,172.02,138.46,17.92,4.04,288.5,47.28,306.13,315.29,298.05,"1,620.47","3,800.15","3,045.36",312.57,395,78.76,129.29
2016-07-06,"1,153.00",172.5,"1,135.12","1,275.51",,,,,,,,,"1,495.73",886.85,"1,179.66",857.95,822.2,,,148.6,35.61,0.58,3.42,32.77,852.5,8.78,286.46,24.49,5.17,852.56,17.1,11.01,14.71,61.22,349.22,77.51,135.1,171.43,137.05,17.9,4.03,287.09,47.16,307.35,316.64,296.21,"1,628.42","3,822.06","3,056.90",313.9,393.81,78.2,129.84
2016-07-07,"1,165.80",173.97,"1,152.60","1,293.22",,,,,,,,,"1,503.59",899.68,"1,195.08",875.92,830.63,,,150.26,36.03,0.58,3.46,33.11,863.14,8.88,289.64,24.76,5.22,863.17,17.29,11.13,14.87,62.14,350.02,79.32,136.68,173.79,138.14,18.11,4.08,291.08,47.78,310.74,320.16,300.69,"1,645.45","3,860.90","3,089.44",317.38,396.76,79.1,131.28
2016-07-08,"1,156.60",172.72,"1,148.50","1,279.08",,,,,,,,,"1,490.28",889.38,"1,180.93",865.6,835.41,,,149.08,35.81,0.58,3.42,32.84,856.71,8.81,287.35,24.53,5.18,856.68,17.13,11.04,14.76,61.42,343.72,78.66,134.85,171.93,135.99,17.98,4.06,288.98,47.32,308.29,317.63,297.87,"1,632.46","3,832.97","3,065.06",314.88,393.84,78.17,130.25
2016-07-11,"1,159.20",172.98,"1,151.66","1,280.74",,,,,,,,,"1,500.58",888.99,"1,179.13",876.99,846.39,,,149.43,36.02,0.57,3.42,32.95,860.96,8.83,287.46,24.61,5.2,860.96,17.27,11.07,14.78,62.67,351.4,78.83,135.04,172.15,136.03,18.15,4.07,290.36,47.39,308.96,318.34,298.22,"1,636.13","3,840.95","3,071.95",315.58,400.72,79.6,130.54
2016-07-12,"1,147.80",171.37,"1,117.79","1,269.52",,,,,,,,,"1,491.51",875.15,"1,168.13",865.15,829.46,,,147.95,35.6,0.57,3.4,32.65,849.88,8.77,287.13,24.23,5.15,849.84,17.09,10.95,14.62,62.15,346.81,78.03,133.81,170.68,135.04,17.86,4.05,286.68,46.94,305.99,315.21,295.56,"1,621.07","3,802.55","3,041.74",312.49,395.19,79.47,129.26
2016-07-13,"1,149.30",171.41,"1,097.34","1,271.41",,,,,,,,,"1,523.40",881.06,"1,162.08",875.42,838.13,,,148.13,35.7,0.57,3.39,32.65,853.23,8.76,289.86,24.28,5.15,853.23,17.16,10.96,14.67,62.69,348.7,78.9,134.61,170.92,136.19,18.02,4.05,288.96,47.03,306.44,315.63,296.79,"1,624.34","3,804.75","3,045.71",312.9,397.96,80.12,129.43
2016-07-14,"1,145.70",171.25,"1,100.21","1,271.67",,,,,,,,,"1,502.64",883.14,"1,164.09",870.85,833.73,,,147.71,35.65,0.57,3.38,32.56,850.81,8.75,288.37,24.29,5.14,850.81,17.1,10.94,14.59,62.33,350.83,78.64,134.97,170.96,136.05,17.92,4.05,288.67,47.05,305.5,314.61,296.36,"1,617.08","3,791.57","3,036.17",311.92,395.08,79.14,129.02
2016-07-15,"1,141.80",170.65,"1,084.18","1,268.77",,,,,,,,,"1,523.90",885.08,"1,163.68",870.97,820.61,,,147.25,35.64,0.57,3.37,32.59,850.19,8.73,288.7,24.37,5.12,850.19,17.08,10.89,14.54,62.16,351.12,77.54,134.26,170.6,136.39,18.18,4.04,287.76,46.94,304.45,313.54,296.46,"1,612.60","3,778.67","3,025.84",310.85,396.05,80.1,128.58
2016-07-18,"1,132.70",169.24,"1,073.29","1,252.43",,,,,,,,,"1,501.05",875.14,"1,151.82",860.06,802.63,,,146.07,35.52,0.56,3.34,32.4,841.31,8.65,286.94,24.2,5.08,841.28,16.88,10.81,14.44,61.21,345.36,75.86,132.24,168.38,133.84,17.85,3.97,283.2,46.35,302.02,311.04,294.02,"1,598.73","3,748.55","3,001.72",308.38,375.08,78.64,129.01
2016-07-19,"1,136.30",169.47,"1,069.86","1,258.57",,,,,,,,,"1,508.04",877.49,"1,156.66",861.37,802.4,,,146.53,35.56,0.56,3.35,32.52,842.58,8.68,285.68,24.31,5.1,842.64,16.92,10.84,14.48,61.85,349.22,75.01,132.9,169.18,134.57,18.1,4,287.83,46.57,302.98,312.03,295.03,"1,603.81","3,758.23","3,010.86",309.36,381.01,79.77,127.96
2016-07-20,"1,138.40",169.73,"1,071.59","1,254.46",,,,,,,,,"1,492.56",874.21,"1,154.68",855.74,803.08,,,146.79,35.5,0.56,3.36,32.5,841.39,8.7,284.32,24.23,5.1,841.39,16.94,10.86,14.5,61.64,350.08,75.89,132.16,168.63,133.84,17.88,3.98,286.06,46.42,303.55,312.6,294.88,"1,607.80","3,765.17","3,016.03",309.93,374.23,79.36,128.2
2016-07-21,"1,140.80",170.22,"1,064.63","1,256.31",,,,,,,,,"1,508.99",872.57,"1,155.88",851.55,793.88,,,147.08,35.59,0.56,3.35,32.57,840.09,8.7,283.29,24.2,5.12,840.06,16.98,10.88,14.52,61.06,350.4,75.72,132.65,168.88,134.12,17.92,3.99,287.42,46.49,304.17,313.26,295.66,"1,610.96","3,771.24","3,022.39",310.58,368.65,79.69,128.47
2016-07-22,"1,140.20",170.85,"1,077.13","1,257.47",,,,,,,,,"1,508.03",871.65,"1,157.27",855.04,798.77,,,147,35.67,0.56,3.33,32.61,841.79,8.7,282.19,24.21,5.11,841.72,16.98,10.88,14.52,61.41,348.41,76.01,132.69,169.02,134.24,17.76,4,288.42,46.53,304.02,313.1,296.45,"1,610.11","3,768.88","3,021.20",310.42,371.69,80.1,128.4
2016-07-25,"1,135.00",170.06,"1,067.48","1,244.75",,,,,,,,,"1,491.39",864.04,"1,148.49",847.45,794.33,,,146.31,35.4,0.56,3.31,32.46,834.99,8.66,279.8,24.1,5.09,835.05,16.9,10.83,14.47,61.24,348.5,76.16,131.02,167.31,132.67,17.52,3.97,285.27,46.06,302.65,311.68,295.96,"1,601.98","3,751.69","3,010.21",309,371.19,79.16,127.82
2016-07-26,"1,136.90",170.02,"1,075.34","1,249.57",,,,,,,,,"1,489.11",860.34,"1,153.28",850.12,796.06,,,146.57,35.29,0.56,3.3,32.46,834.85,8.65,279.61,24.11,5.1,834.85,16.86,10.85,14.5,60.57,345.84,76.06,131.53,167.99,132.5,17.37,4,286.63,46.25,303.15,312.2,295.56,"1,604.66","3,757.97","3,012.45",309.52,374.49,79.21,128.03
2016-07-27,"1,138.40",170.39,"1,087.35","1,250.93",,,,,,,,,"1,496.26",864.19,"1,147.41",855.68,804.68,,,146.76,35.47,0.55,3.21,32.54,838.29,8.65,280.26,24.13,5.1,838.23,16.92,10.87,14.51,60.66,347.63,76.16,131.51,168.15,132.76,17.25,3.99,286.88,46.29,303.56,312.61,296.29,"1,606.77","3,762.93","3,016.43",309.93,373.7,79.25,128.2
2016-07-28,"1,134.10",169.86,"1,077.89","1,254.60",,,,,,,,,"1,499.68",861.25,"1,150.32",849.89,802.15,,,146.21,35.38,0.55,3.22,32.46,838.24,8.63,278.1,24.05,5.08,838.21,16.91,10.82,14.45,60.18,347.54,75.63,131.49,168.64,132.85,17.18,4,286.89,46.41,302.41,311.43,295.57,"1,601.27","3,748.72","3,005.03",308.76,375.93,79.67,127.71
2016-07-29,"1,125.70",168.94,"1,073.68","1,246.71",,,,,,,,,"1,481.70",855.66,"1,147.97",845.01,797.67,,,145.13,35.22,0.55,3.18,32.3,831.94,8.59,277.98,23.89,5.05,831.94,16.8,10.74,14.34,59.58,342.68,74.88,130.34,167.64,131.58,16.89,4,285.76,46.12,300.17,309.12,294.29,"1,588.85","3,720.95","2,982.78",306.47,373.33,79.64,126.77
2016-08-01,"1,122.40",168.69,"1,096.79","1,253.83",,,,,,,,,"1,482.07",859.94,"1,157.59",852.74,808.02,,,144.67,35.26,0.54,3.18,32.25,836.3,8.57,276.11,23.88,5.03,836.24,16.84,10.71,14.31,59.84,345.4,74.82,131.18,168.55,133.03,17.01,4.03,287.77,46.38,299.29,308.22,294.32,"1,584.19","3,722.10","2,974.03",305.58,375.79,80.81,126.4
2016-08-02,"1,111.00",167.56,"1,084.91","1,240.21",,,,,,,,,"1,464.85",846.31,"1,147.02",836.03,796.36,,,143.16,35.26,0.54,3.15,31.95,827.71,8.5,276.02,23.66,4.98,827.75,16.64,10.61,14.17,58.9,340.53,74.49,129.27,166.73,130.77,16.58,3.99,284.53,45.89,296.25,305.09,291.23,"1,569.10","3,683.69","2,943.83",302.49,371.55,79.87,125.11
2016-08-03,"1,108.90",166.71,"1,097.76","1,244.24",,,,,,,,,"1,479.61",846.1,"1,149.60",843.26,800.63,,,142.88,35.03,0.53,3.13,31.89,827.6,8.47,274.82,23.58,4.97,827.66,16.63,10.58,14.14,58.6,340.39,74.66,130.19,167.28,131.46,16.64,4,287.61,46.03,295.69,304.51,291.15,"1,565.14","3,678.31","2,938.26",301.9,370.69,79.3,124.88
2016-08-04,"1,114.00",167.8,"1,099.87","1,242.00",,,,,,,,,"1,484.46",852.46,"1,145.15",845.58,797.18,,,143.58,35.15,0.53,3.15,31.82,830.14,8.49,274.35,23.68,5,830.1,16.68,10.66,14.2,58.98,344.04,74.59,130.36,166.98,131.72,16.78,3.99,289.96,45.96,297.04,305.91,291.38,"1,572.34","3,693.02","2,951.78",303.29,369.74,79.97,125.45
2016-08-05,"1,113.80",167.74,"1,100.86","1,239.66",,,,,,,,,"1,461.47",855.19,"1,143.65",850.16,799.15,,,143.6,35.16,0.53,3.16,31.9,829.68,8.48,274.91,23.69,5,829.65,16.66,10.66,14.2,58.91,349.06,75.03,130.73,166.69,132.04,16.94,3.99,288.93,45.86,296.99,305.85,291.12,"1,569.06","3,691.14","2,951.25",303.23,369.87,81.15,125.43
2016-08-08,"1,111.30",167.14,"1,087.96","1,232.38",,,,,,,,,"1,453.14",843.11,"1,133.63",845.31,790.86,,,143.29,35.25,0.53,3.2,31.71,824.71,8.46,275.93,23.66,4.99,824.59,16.63,10.63,14.17,59.18,350.9,75.09,129.77,165.74,130.61,16.99,3.97,287.86,45.61,296.32,305.16,289.97,"1,568.53","3,683.46","2,944.62",302.55,370.73,81,125.15
2016-08-09,"1,112.70",166.89,"1,086.57","1,233.21",,,,,,,,,"1,451.02",845.32,"1,132.17",851.66,794.86,,,143.45,35.4,0.53,3.21,31.82,826.18,8.47,275.59,23.69,4.99,826.18,16.66,10.64,14.19,60,350.76,75.93,129.6,165.83,131.3,17.2,3.96,288.78,45.63,296.7,305.55,291.21,"1,570.50","3,683.83","2,948.33",302.93,372.83,81.88,125.3
2016-08-10,"1,107.20",166.06,"1,086.24","1,230.71",,,,,,,,,"1,440.14",844.03,"1,128.53",849,793.64,,,142.74,35.37,0.52,3.2,31.74,823.75,8.43,274.74,23.62,4.96,823.75,16.58,10.59,14.11,60.06,351.97,74.92,129.69,165.48,131.71,17.09,3.96,288.83,45.54,295.23,304.04,290.3,"1,562.74","3,664.77","2,936.09",301.45,372.99,82.53,124.69
2016-08-11,"1,096.10",164.81,"1,082.94","1,225.99",,,,,,,,,"1,427.29",839.73,"1,125.24",845.75,797.96,,,141.32,35.28,0.51,3.16,31.55,817.68,8.36,274.64,23.5,4.91,817.68,16.42,10.48,13.98,59.49,350.28,74.73,129.67,164.85,132.54,16.89,3.95,287.41,45.35,292.27,301.02,287.13,"1,547.84","3,631.63","2,907.04",298.42,370.7,82.33,123.44
2016-08-12,"1,098.60",165.41,"1,078.38","1,223.79",,,,,,,,,"1,423.57",845.96,"1,126.71",845.65,792.42,,,141.64,35.1,0.51,3.17,31.62,817.71,8.38,274.34,23.54,4.92,817.71,16.46,10.5,14,60.27,349.51,74.88,129.65,164.51,133.35,17.09,3.95,287.17,45.29,292.94,301.71,288.04,"1,551.59","3,639.92","2,913.67",299.11,371.2,81.99,123.72
2016-08-16,"1,101.10",165.57,"1,088.10","1,231.75",,,,,,,,,"1,419.43",852.08,"1,132.00",845.53,795.21,,,141.96,35.11,0.5,3.21,31.82,820.03,8.4,274.76,23.77,4.93,820,16.47,10.52,14.04,60.91,345.57,75.06,130.21,165.55,134.03,17.19,3.98,288.38,45.57,293.61,302.48,290.18,"1,551.17","3,649.05","2,920.30",299.79,374.5,82.82,124
2016-08-17,"1,095.00",164.86,"1,091.56","1,234.83",,,,,,,,,"1,427.33",851.54,"1,138.67",843.2,798.69,,,141.21,35.03,0.49,3.18,31.62,817.32,8.36,274.75,23.67,4.91,817.29,16.38,10.46,13.96,60.57,341.94,74.62,130.14,165.91,133.66,17.14,3.99,288.94,45.69,291.99,300.8,289.23,"1,545.52","3,630.64","2,904.12",298.13,373.93,81.63,123.31
2016-08-18,"1,102.30",166.08,"1,101.14","1,244.61",,,,,,,,,"1,437.73",857.89,"1,145.78",844.2,800.6,,,142.15,35.09,0.49,3.23,31.81,821.32,8.42,274.61,23.76,4.94,821.26,16.47,10.52,14.06,60.79,343.8,74.59,130.94,167.26,134.33,17.25,4,290.32,46.06,293.93,302.81,291.11,"1,556.59","3,657.02","2,923.72",300.1,377.42,82.37,124.13
2016-08-19,"1,106.40",166.82,"1,105.35","1,255.49",,,,,,,,,"1,456.35",865.8,"1,159.02",849.72,805.79,,,142.7,35.17,0.49,3.27,32,825.89,8.44,276.98,23.9,4.96,825.86,16.56,10.56,14.11,60.86,341.5,74.16,132.51,168.7,135.64,17.37,4.05,292.57,46.46,295.03,303.94,293.94,"1,561.61","3,673.06","2,934.51",301.23,377.86,82.74,124.6
2016-08-22,"1,115.20",167.82,"1,111.03","1,261.90",,,,,,,,,"1,458.24",866.01,"1,161.18",850.17,809.91,,,143.84,35.27,0.49,3.29,32.18,827.88,8.48,277.86,24.04,5,827.91,16.61,10.65,14.23,61.15,347.82,74.67,132.87,169.57,135.61,17.45,4.07,292.7,46.7,297.38,306.35,296.01,"1,574.03","3,702.28","2,957.93",303.62,380.72,82.87,127.02
2016-08-23,"1,125.30",168.76,"1,121.60","1,273.61",,,,,,,,,"1,477.91",869.49,"1,169.14",858.6,818.88,,,145.13,35.38,0.5,3.31,32.47,832.85,8.52,279.72,24.18,5.05,832.82,16.75,10.73,14.35,61.46,351.61,75.87,134.4,171.15,137.08,17.36,4.1,295.54,47.13,300.05,309.13,297.97,"1,588.29","3,735.81","2,984.72",306.36,382.44,82.86,126.72
2016-08-24,"1,117.40",167.93,"1,114.45","1,263.44",,,,,,,,,"1,474.86",865.2,"1,160.39",851.01,813.02,,,144.12,35.06,0.49,3.29,32.28,826.85,8.45,277.27,24.05,5.01,826.85,16.64,10.66,14.25,60.25,345.2,75.33,133.34,169.74,136.09,17.31,4.08,293.28,46.76,297.96,306.92,296.2,"1,577.91","3,710.20","2,963.77",304.21,378.75,80.07,125.83
2016-08-25,"1,121.60",168.29,"1,116.30","1,263.48",,,,,,,,,"1,484.16",867.61,"1,159.88",853.99,820.62,,,144.65,35.31,0.5,3.31,32.38,828.18,8.47,277.73,24.13,5.03,828.18,16.7,10.69,14.29,60.69,347.76,75.51,133.53,169.72,136.51,17.2,4.08,293.21,46.76,299.08,308.08,297.84,"1,583.06","3,723.52","2,974.91",305.36,380,79.06,126.31
2016-08-26,"1,119.00",167.74,"1,112.71","1,262.90",,,,,,,,,"1,476.07",866.43,"1,156.65",853.52,817.43,,,144.29,35.33,0.5,3.3,32.39,827.05,8.45,278.7,24.14,5.01,826.99,16.69,10.68,14.28,60.94,346.52,75.34,133.13,169.61,136.17,17.29,4.08,291.5,46.74,298.39,307.36,297.76,"1,580.40","3,714.89","2,968.01",304.65,381.22,78.63,126.01
2016-08-29,"1,113.90",166.89,"1,092.97","1,247.46",,,,,,,,,"1,463.00",856.06,"1,139.19",841.66,805.57,,,143.61,35.07,0.49,3.29,32.14,818.89,8.43,277.33,24.03,4.99,818.92,16.59,10.63,14.21,60,341.08,74.29,131.23,167.55,134.44,17.22,4.04,288.73,46.17,297.03,305.96,294.88,"1,572.19","3,697.96","2,954.49",303.26,377.03,78,125.44
2016-08-30,"1,125.20",168.08,"1,103.57","1,258.59",,,,,,,,,"1,474.69",864.64,"1,150.28",852.45,816.28,,,145.09,35.49,0.5,3.32,32.55,827.6,8.48,278.15,24.21,5.04,827.54,16.77,10.74,14.33,60.38,348.27,74.53,132.87,169.11,135.94,17.41,4.08,289.78,46.58,300.05,309.07,297.2,"1,588.14","3,735.35","2,984.38",306.34,381.16,78.11,126.71
2016-08-31,"1,118.50",167.18,"1,086.29","1,246.85",,,,,,,,,"1,463.28",854.4,"1,137.21",840.44,807.95,,,144.18,35.25,0.5,3.3,32.31,820.23,8.42,276.14,24.03,5.01,820.2,16.66,10.67,14.27,59.42,345.37,74.49,131.04,167.49,134.04,17.13,4.03,286.06,46.14,298.24,307.17,295,"1,578.69","3,705.24","2,966.69",304.51,377.44,77.11,125.96
2016-09-01,"1,117.40",167.08,"1,081.18","1,246.91",,,,,,,,,"1,468.49",852.49,"1,136.03",840.34,809.5,,,144.04,35.21,0.5,3.28,32.28,820.41,8.42,275.87,23.95,5.01,820.41,16.68,10.67,14.24,59.45,346.12,74.86,130.56,167.54,134.1,17.11,4.03,285.86,46.14,297.95,306.87,295.84,"1,577.13","3,701.59","2,963.77",304.21,377.84,76.03,125.83
2016-09-02,"1,119.30",167.29,"1,084.33","1,252.78",,,,,,,,,"1,485.42",854.53,"1,142.03",845.35,815.41,,,144.29,35.24,0.51,3.28,32.35,823.17,8.44,274.57,23.98,5.02,823.14,16.76,10.7,14.27,59.67,343.83,75.03,130.82,168.39,134.29,16.99,4.05,287.28,46.37,298.45,307.39,297.05,"1,580.82","3,707.27","2,968.81",304.73,377.78,76.69,126.05
2016-09-05,"1,117.60",167.17,"1,074.36","1,247.07",,,,,,,,,"1,485.63",860.35,"1,140.47",845.91,815.12,,,144.1,35.26,0.5,3.27,32.28,821.49,8.44,273.49,24.01,5.02,821.46,16.73,10.71,14.25,60.21,343.09,74.59,130.28,167.6,134.54,17.13,4.02,286.01,46.15,297.99,306.93,297.13,"1,577.42","3,701.64","2,964.22",304.27,378.67,77.13,125.86
2016-09-06,"1,108.20",165.68,"1,071.29","1,235.31",,,,,,,,,"1,473.74",856.94,"1,130.35",840.63,809.82,,,142.9,35.34,0.5,3.26,31.9,816.44,8.43,272.25,23.82,4.97,816.47,16.67,10.62,14.13,59.56,338.95,73.9,129.32,166.02,133.49,17.06,3.99,284.37,45.71,295.48,304.35,294.3,"1,564.15","3,671.36","2,939.52",301.71,376.13,77.02,124.8
2016-09-07,"1,105.00",165.17,"1,082.64","1,242.68",,,,,,,,,"1,483.57",859.79,"1,138.53",848.36,818.69,,,142.48,35.48,0.5,3.25,31.94,820.07,8.42,270.73,23.78,4.96,820.1,16.67,10.57,14.1,60.4,345.55,73.59,130.33,166.97,135.01,17.13,4.01,286.84,45.99,294.64,303.47,294.35,"1,559.63","3,660.15","2,931.11",300.84,378.01,78.96,124.44
2016-09-08,"1,093.20",163.81,"1,075.19","1,228.81",,,,,,,,,"1,458.11",848.76,"1,127.48",839.03,814.98,,,140.96,35,0.49,3.23,31.57,811.88,8.35,269.39,23.4,4.9,811.76,16.44,10.46,13.93,59.48,342.45,72.67,129.54,165.08,133.66,17.02,3.98,284.42,45.48,291.48,300.23,290.86,"1,542.98","3,628.28","2,899.81",297.62,372.52,78.02,123.11
2016-09-09,"1,093.20",163.86,"1,068.36","1,231.93",,,,,,,,,"1,454.50",845.8,"1,124.69",836.19,809.41,,,140.93,34.92,0.49,3.24,31.45,809.39,8.37,270.43,23.22,4.9,809.42,16.45,10.49,13.94,58.52,339.88,72.61,129.58,165.51,133.58,17.08,3.99,284.78,45.59,291.47,300.21,290.95,"1,543.74","3,627.68","2,899.81",297.62,370.14,77.37,123.11
2016-09-12,"1,099.50",164.58,"1,073.78","1,235.29",,,,,,,,,"1,458.05",842.24,"1,127.40",828.64,805.16,,,141.75,34.87,0.49,3.25,31.56,808.43,8.39,270.15,23.17,4.93,808.52,16.44,10.54,14.03,58.19,335.88,73.42,129.49,165.96,133.22,16.96,3.99,284.83,45.72,293.15,301.94,292.34,"1,551.87","3,648.58","2,916.52",299.34,369.96,76.09,123.82
2016-09-13,"1,110.60",166.01,"1,090.53","1,248.20",,,,,,,,,"1,481.04",851.75,"1,142.65",840.11,817.01,,,143.16,35.06,0.5,3.29,31.84,818.82,8.48,272.87,23.41,4.98,818.79,16.64,10.65,14.17,59,341.89,74.39,130.91,167.67,135.06,17.16,4.03,286.82,46.2,296.11,304.99,294.82,"1,567.54","3,685.42","2,945.89",302.36,373.8,77.96,125.07
2016-09-19,"1,112.30",166.02,"1,087.29","1,240.94",,,,,,,,,"1,447.88",842.01,"1,135.41",834.06,809.14,,,143.36,35.09,0.5,3.27,31.85,813.2,8.45,268.67,23.21,4.98,813.2,16.58,10.64,14.18,56.71,340.93,73.53,129.8,166.62,133.85,17.09,4.02,288.03,45.93,296.57,305.46,294.73,"1,568.50","3,691.06","2,950.48",302.83,373.14,78.54,125.26
2016-09-20,"1,120.00",168.06,"1,100.14","1,252.10",,,,,,,,,"1,460.20",848.39,"1,142.97",844.31,817.66,,,144.37,35.65,0.5,3.3,32.17,822.35,8.51,270.79,23.39,5.02,822.32,16.72,10.7,14.27,56.94,342.21,74,130.82,168.05,135.16,17.34,4.05,291.4,46.34,298.61,307.57,296.74,"1,581.81","3,716.61","2,970.90",304.92,376.29,79.98,126.13
2016-09-21,"1,119.50",167.76,"1,100.62","1,248.80",,,,,,,,,"1,453.95",849.01,"1,143.22",845.95,819.14,,,144.32,35.71,0.5,3.3,32.2,822.22,8.51,270.48,23.43,5.02,822.25,16.71,10.71,14.28,56.42,343.63,73.96,130.23,167.52,134.89,17.29,4.04,290.28,46.21,298.48,307.43,296.32,"1,578.21","3,714.95","2,969.57",304.78,376.01,80.45,126.07
2016-09-22,"1,116.80",166.97,"1,112.46","1,249.48",,,,,,,,,"1,455.30",853.43,"1,147.44",852.51,820.29,,,144.01,35.84,0.5,3.3,32.19,825.33,8.5,269.82,23.46,5,825.3,16.73,10.67,14.24,56.63,347.83,73.74,130.51,167.63,135.37,17.49,4.05,291.28,46.24,297.76,306.69,296.63,"1,576.29","3,705.99","2,962.41",304.05,377.9,82.25,125.77
