일자,공매도 수량(전체),공매도 수량(잔고수량)
2018-03-16,29369,401115
2018-03-15,31368,378551
2018-03-14,32897,349413
2018-03-13,8120,334924
2018-03-12,16328,322884
2018-03-09,14915,372224
2018-03-08,39890,381395
2018-03-07,13942,380381
2018-03-06,18002,349933
2018-03-05,30449,383377
2018-03-02,759,384441
2018-02-28,10634,434101
2018-02-27,5362,426625
2018-02-26,6201,441362
2018-02-23,31862,439647
2018-02-22,14196,442845
2018-02-21,8086,438557
2018-02-20,22308,478305
2018-02-19,2776,455968
2018-02-14,3227,513779
2018-02-13,4380,551818
2018-02-12,16755,590100
2018-02-09,48928,586602
2018-02-08,71155,530759
2018-02-07,21936,490862
2018-02-06,112708,496443
2018-02-05,28846,537894
2018-02-02,6264,578714
2018-02-01,3429,576277
2018-01-31,39158,615875
2018-01-30,31337,574089
2018-01-29,13655,554780
2018-01-26,502,597385
2018-01-25,46812,647211
2018-01-24,41452,603966
2018-01-23,14421,597047
2018-01-22,28994,622582
2018-01-19,10048,643855
2018-01-18,45828,715223
2018-01-17,29088,687226
2018-01-16,66983,700252
2018-01-15,51286,692738
2018-01-12,73695,668667
2018-01-11,10457,628070
2018-01-10,3826,695593
2018-01-09,20862,725728
2018-01-08,94449,732051
2018-01-05,7744,648279
2018-01-04,9432,754552
2018-01-03,15059,871705
2018-01-02,6930,938357
2017-12-28,6848,976561
2017-12-27,12515,1112749
2017-12-26,602,1178750
2017-12-22,1226,1204228
2017-12-21,12328,1375406
2017-12-20,19833,1396860
2017-12-19,36220,1401210
2017-12-18,34259,1366524
2017-12-15,23254,1446924
2017-12-14,15735,1578154
2017-12-13,47411,1631010
2017-12-12,53493,1696499
2017-12-11,23234,1652618
2017-12-08,10417,1664267
2017-12-07,7980,1699219
2017-12-06,2673,1738873
2017-12-05,24789,1813971
2017-12-04,9814,1822224
2017-12-01,40104,1832166
2017-11-30,17429,1839440
2017-11-29,39661,1886747
2017-11-28,45743,1934421
2017-11-27,154419,1979969
2017-11-24,62031,1870633
2017-11-23,88498,1868624
2017-11-22,141905,1797440
2017-11-21,122187,1698836
2017-11-20,37274,1518135
2017-11-17,268442,1539192
2017-11-16,98817,1407796
2017-11-15,52311,1532627
2017-11-14,48879,1606831
2017-11-13,88389,1693246
2017-11-10,30849,1656390
2017-11-09,35978,1689081
2017-11-08,42059,1747063
2017-11-07,108269,1818489
2017-11-06,117493,1782514
2017-11-03,306049,1735766
2017-11-02,58033,1363587
2017-11-01,15035,1615777
2017-10-31,68266,1642149
