date,open,high,low,close,volume
2020-06-23,1275000,1323000,1268000,1321000,52597
2020-06-24,1305000,1351000,1304000,1345000,35176
2020-06-25,1338000,1338000,1277000,1277000,45849
2020-06-26,1306000,1340000,1299000,1337000,48453
2020-06-29,1314000,1323000,1295000,1300000,24018
2020-06-30,1317000,1370000,1304000,1346000,76009
2020-07-01,1340000,1355000,1302000,1326000,34636
2020-07-02,1335000,1379000,1330000,1379000,42001
2020-07-03,1377000,1389000,1357000,1380000,41681
2020-07-06,1378000,1378000,1355000,1356000,33829
2020-07-07,1377000,1380000,1326000,1348000,50630
2020-07-08,1321000,1342000,1315000,1317000,41906
2020-07-09,1317000,1331000,1307000,1307000,43377
2020-07-10,1307000,1312000,1288000,1295000,27608
2020-07-13,1316000,1316000,1298000,1300000,20748
2020-07-14,1319000,1343000,1302000,1340000,42225
2020-07-15,1356000,1360000,1336000,1350000,38328
